ISBN,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
440418569,Fantasy,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Yearling,http://images.amazon.com/images/P/0440418569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440418569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440418569.01.LZZZZZZZ.jpg
786014210,Fiction,Darkness,Sam Siciliano,2001,Kensington Publishing Corporation,http://images.amazon.com/images/P/0786014210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786014210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786014210.01.LZZZZZZZ.jpg
441005667,Science Fiction,Forever Peace (Remembering Tomorrow),Joe Haldeman,1998,Ace Books,http://images.amazon.com/images/P/0441005667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005667.01.LZZZZZZZ.jpg
553259830,Fiction,Battle Cry,Leon Uris,1982,Bantam Books,http://images.amazon.com/images/P/0553259830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553259830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553259830.01.LZZZZZZZ.jpg
312965338,Non-Fiction,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press,http://images.amazon.com/images/P/0312965338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312965338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312965338.01.LZZZZZZZ.jpg
1888740051,Non-Fiction,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Steve Lewis,1996,Photografix,http://images.amazon.com/images/P/1888740051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888740051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888740051.01.LZZZZZZZ.jpg
61008028,Non-Fiction,Fighter: The True Story of the Battle of Britain,Len Deighton,1994,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061008028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061008028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061008028.01.LZZZZZZZ.jpg
1931646384,Non-Fiction,Never Act Your Age: Play the Happy Childlike Role Well at Every Age,Dale L. Anderson,2002,Beaver's Pond Press,http://images.amazon.com/images/P/1931646384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931646384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931646384.01.LZZZZZZZ.jpg
399501487,Fiction,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg
157566559X,Fiction,The Biograph Girl,William J. Mann,2000,Kensington Publishing Corp.,http://images.amazon.com/images/P/157566559X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566559X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566559X.01.LZZZZZZZ.jpg
3423125551,Fiction,Sofies Welt,Jostein Gaarder,1999,Deutscher Taschenbuch Verlag,http://images.amazon.com/images/P/3423125551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423125551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423125551.01.LZZZZZZZ.jpg
60514949,Mystery,Dead Ringer,Lisa Scottoline,2004,HarperTorch,http://images.amazon.com/images/P/0060514949.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060514949.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060514949.01.LZZZZZZZ.jpg
425188361,Fantasy,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188361.01.LZZZZZZZ.jpg
66210151,Fantasy,The Book of Shadows: A Novel,James Reese,2002,William Morrow,http://images.amazon.com/images/P/0066210151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066210151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066210151.01.LZZZZZZZ.jpg
395177111,Fantasy,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,http://images.amazon.com/images/P/0395177111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395177111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395177111.01.LZZZZZZZ.jpg
375411992,Fantasy,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375411992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375411992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375411992.01.LZZZZZZZ.jpg
60287802,Non-Fiction,Judge Judy Sheindlin's Win or Lose by How You Choose,Judge Judy Sheindlin,2000,HarperCollins,http://images.amazon.com/images/P/0060287802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060287802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060287802.01.LZZZZZZZ.jpg
3442730066,Fiction,Vishnus Tod.,Manil Suri,2002,Btb Bei Goldmann,http://images.amazon.com/images/P/3442730066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442730066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442730066.01.LZZZZZZZ.jpg
394718968,Fiction,Plays by and about Women,VICTORIA SULLIVAN,1974,Vintage,http://images.amazon.com/images/P/0394718968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394718968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394718968.01.LZZZZZZZ.jpg
192820753,Poetry,The New Oxford Book of Light Verse (Oxford paperbacks),Kingsley Amis,1987,Oxford Univ Pr,http://images.amazon.com/images/P/0192820753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192820753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192820753.01.LZZZZZZZ.jpg
671744003,Non-Fiction,AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER,Dale Cooper,1991,Pocket,http://images.amazon.com/images/P/0671744003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744003.01.LZZZZZZZ.jpg
3596129389,Fiction,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596129389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596129389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596129389.01.LZZZZZZZ.jpg
915308789,Non-Fiction,The Graywolf Annual Two : Short Stories by Women (Graywolf Annual),Scott Walker,1986,Graywolf Press,http://images.amazon.com/images/P/0915308789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0915308789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0915308789.01.LZZZZZZZ.jpg
3423620196,Fiction,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,2000,Dtv,http://images.amazon.com/images/P/3423620196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423620196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423620196.01.LZZZZZZZ.jpg
743203313,Fiction,The Blackwater Lightship: A Novel,Colm Toibin,2001,Scribner,http://images.amazon.com/images/P/0743203313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743203313.01.LZZZZZZZ.jpg
425177173,Fiction,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425177173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425177173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg
425172554,Mystery,Primary Target,Joe Weber,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172554.01.LZZZZZZZ.jpg
440224764,Mystery,The Partner,John Grisham,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg
553572997,Mystery,The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg
034543076X,Science Fiction,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books,http://images.amazon.com/images/P/034543076X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543076X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543076X.01.LZZZZZZZ.jpg
380727501,Non-Fiction,Notes from a Small Island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg
312423799,Non-Fiction,Dry : A Memoir,Augusten Burroughs,2004,Picador,http://images.amazon.com/images/P/0312423799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312423799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312423799.01.LZZZZZZZ.jpg
743249887,Fiction,Welcome to Higby : A Novel,Mark Dunn,2003,Touchstone,http://images.amazon.com/images/P/0743249887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743249887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743249887.01.LZZZZZZZ.jpg
316089745,Fiction,The Wooden Nickel: A Novel,William Carpenter,2003,Back Bay Books,http://images.amazon.com/images/P/0316089745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089745.01.LZZZZZZZ.jpg
037542217X,Action,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,http://images.amazon.com/images/P/037542217X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.LZZZZZZZ.jpg
345440773,Adventure,The Redemption of Althalus,David Eddings,2000,Del Rey,http://images.amazon.com/images/P/0345440773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345440773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345440773.01.LZZZZZZZ.jpg
440208912,Comedy,Harvest,BELVA PLAIN,1991,Dell,http://images.amazon.com/images/P/0440208912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440208912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440208912.01.LZZZZZZZ.jpg
61093106,Drama,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch,http://images.amazon.com/images/P/0061093106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093106.01.LZZZZZZZ.jpg
373218192,Fantasy,Engaging The Enemy,Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg
515120006,Historical fiction,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515120006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120006.01.LZZZZZZZ.jpg
515127396,Horror,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,http://images.amazon.com/images/P/0515127396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.LZZZZZZZ.jpg
345433084,Mystery,The Syndrome : A Thriller,John Case,2001,Ballantine Books,http://images.amazon.com/images/P/0345433084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433084.01.LZZZZZZZ.jpg
345416260,Non-fiction,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg
385494785,Romance,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor,http://images.amazon.com/images/P/0385494785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg
385486804,Science fiction,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg
385512104,Thriller,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,http://images.amazon.com/images/P/0385512104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg
1555973981,Western,Baby B,Michael Ryan,2004,Graywolf Press,http://images.amazon.com/images/P/1555973981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555973981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555973981.01.LZZZZZZZ.jpg
451180208,Fantasy,Material Witness,Robert K. Tanenbaum,1994,Signet Book,http://images.amazon.com/images/P/0451180208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180208.01.LZZZZZZZ.jpg
089587198X,Fantasy,Great Bike Rides in and Around Winston-Salem,Judi Lawson Wallace,2000,John F. Blair Publisher,http://images.amazon.com/images/P/089587198X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089587198X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089587198X.01.LZZZZZZZ.jpg
198811020,Science fiction,Metaphysical Lyrics Poems 17 Cen,Grierson,1997,Oxford University Press,http://images.amazon.com/images/P/0198811020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0198811020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0198811020.01.LZZZZZZZ.jpg
525237704,Science fiction,World According to Garp: A Novel,John Irving,1978,Penguin USA,http://images.amazon.com/images/P/0525237704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525237704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525237704.01.LZZZZZZZ.jpg
039914255X,General fiction,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons,http://images.amazon.com/images/P/039914255X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914255X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914255X.01.LZZZZZZZ.jpg
340649763,General fiction,Dancing at the Victory Cafe: A Novel with Recipes,Helene Wiggin,1995,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/0340649763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340649763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340649763.01.LZZZZZZZ.jpg
440236673,Dystopian fiction,The Brethren,John Grisham,2000,Island,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg
553295071,Dystopian fiction,Sliver: A Novel,Ira Levin,1993,Bantam Books,http://images.amazon.com/images/P/0553295071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295071.01.LZZZZZZZ.jpg
316291161,Science,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books,http://images.amazon.com/images/P/0316291161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316291161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316291161.01.LZZZZZZZ.jpg
449208397,Science,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990,Fawcett Books,http://images.amazon.com/images/P/0449208397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449208397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449208397.01.LZZZZZZZ.jpg
1590171012,Biography,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection),Norman Lindsay,2004,New York Review Children's Collection,http://images.amazon.com/images/P/1590171012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590171012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590171012.01.LZZZZZZZ.jpg
60505273,Biography,The Sewing Circles of Herat : A Personal Voyage Through Afghanistan,Christina Lamb,2004,Perennial,http://images.amazon.com/images/P/0060505273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060505273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060505273.01.LZZZZZZZ.jpg
752999958,Business,Jurassic Park/Congo,Crichton Michael,1997,Random House UK Ltd (A Division of Random House Group),http://images.amazon.com/images/P/0752999958.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752999958.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752999958.01.LZZZZZZZ.jpg
702229962,Self-help,Setting Out on the Voyage: The World of an Incorrigible Adventurer,Nancy Creagh Phelan,1998,University of Queensland Pr (Australia),http://images.amazon.com/images/P/0702229962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0702229962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0702229962.01.LZZZZZZZ.jpg
679771476,Historical Fiction,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage,http://images.amazon.com/images/P/0679771476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679771476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679771476.01.LZZZZZZZ.jpg
684848597,Non-Fiction,People of the Lie,M. Scott Peck,1998,Touchstone,http://images.amazon.com/images/P/0684848597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848597.01.LZZZZZZZ.jpg
031215125X,Historical Fiction,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press,http://images.amazon.com/images/P/031215125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031215125X.01.LZZZZZZZ.jpg
64405176,Coming-of-Age,Walk Two Moons,Sharon Creech,1996,HarperTrophy,http://images.amazon.com/images/P/0064405176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.LZZZZZZZ.jpg
684821192,Historical Fiction,Ramses the Son of Light,Christian Jacq,0,Simon Schuster Trade,http://images.amazon.com/images/P/0684821192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684821192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684821192.01.LZZZZZZZ.jpg
61056871,Science Fiction,Independence Day,Dean Devlin,1996,HarperEntertainment,http://images.amazon.com/images/P/0061056871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061056871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061056871.01.LZZZZZZZ.jpg
590988301,Children's Fiction,Pet-Rified!,Dean Marney,1997,Scholastic,http://images.amazon.com/images/P/0590988301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590988301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590988301.01.LZZZZZZZ.jpg
883659654,Short Stories,The Company of Cats : 20 Contemporary Stories of Family Cats,Michael J. Rosen,2004,Galahad,http://images.amazon.com/images/P/0883659654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0883659654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0883659654.01.LZZZZZZZ.jpg
440235162,Historical Fiction,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440235162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg
076790382X,Travelogue,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/076790382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg
330357808,Contemporary Fiction,Marilyn's almost terminal New York adventure,Justine Ettler,1996,Picador,http://images.amazon.com/images/P/0330357808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330357808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330357808.01.LZZZZZZZ.jpg
